X, Result
1, 0.0
1.1, 0.09531017964541041
1.2, 0.1823215566990689
1.3, 0.26236426443319344
1.4, 0.3364722366091429
1.5, 0.40546510797760466
1.6, 0.4700036292065142
1.7, 0.530628251048649
1.8, 0.5877866648306047
1.9, 0.6418538861468703
2.0, 0.693147180459244
2.1, 0.7419373446911341
2.2, 0.7884573602403282
2.3, 0.8329091228848513
2.4, 0.875468737212654
2.5, 0.9162907318132397
2.6, 0.9555114448738445
2.7, 0.9932517729402187
2.8, 1.02961941701906
2.9, 1.0647107369146613
3.0, 1.0986122885003737
3.1, 1.131402111406919
3.2, 1.1631508096344119
3.3, 1.193922468382941
3.4, 1.2237754314488398
3.5, 1.2527629684014874
3.6, 1.280933845287882
3.7, 1.3083328195526809
3.8, 1.335001066558039
3.9, 1.3609765530351197
4.0, 1.3862943609460316
4.1, 1.4109869734177238
4.2, 1.4350845251163005
4.3, 1.4586150224158976
4.4, 1.4816045407523033
4.5, 1.5040773965010221
4.6, 1.5260563033244312
4.7, 1.5475625084485831
4.8, 1.5686159177446424
4.9, 1.5892352048564515
5.0, 1.609437912266385
5.1, 1.6292405394769578
5.2, 1.6486586254211926
5.3, 1.6677068203111005
5.4, 1.6863989532086212
5.5, 1.704748091997369
5.6, 1.722766597393018
5.7, 1.740466174604974
5.8, 1.7578579172166091
5.9, 1.7749523506813054
6.0, 1.7917594689035525
6.1, 1.8082887709537256
6.2, 1.824549291736867
6.3, 1.8405496331764688
6.4, 1.8562979900609418
6.5, 1.8718021764857053
6.6, 1.8870696487364473
6.7, 1.9021075259966722
6.8, 1.9169226118942202
6.9, 1.9315214112172563
7.0, 1.9459101487749697
7.1, 1.9600947836744163
7.2, 1.9740810257486299
7.3, 1.987874347793541
7.4, 2.0014799999432276
7.5, 2.014903020192572
7.6, 2.0281482468373464
7.7, 2.041220328520221
7.8, 2.054123733256852
7.9, 2.0668627591430835
8.0, 2.079441541256099
8.1, 2.0918640613573505
8.2, 2.104134153860272
8.3, 2.1162555144897506
8.4, 2.1282317054521025
8.5, 2.140066162994788
8.6, 2.151762202874142
8.7, 2.1633230251765005
8.8, 2.1747517211098515
8.9, 2.1860512762701916
9.0, 2.197224576972169
9.1, 2.20827441306986
9.2, 2.2192034837005217
9.3, 2.230014399720164
9.4, 2.2407096887346
9.5, 2.251291798180389
9.6, 2.261763097950556
9.7, 2.2721258850953023
9.8, 2.2823823851701333
9.9, 2.2925347567377967
10.0, 2.3025850925033344
10.1, 2.312535423455035
10.2, 2.3223877198141456
10.3, 2.332143894659804
10.4, 2.3418058056849262
10.5, 2.351375256606135
10.6, 2.3608540006684287
10.7, 2.370243740927733
10.8, 2.3795461336925974
10.9, 2.3887627887110705
11.0, 2.397895272172832
11.1, 2.40694510780934
11.2, 2.415913777695305
11.3, 2.424802725223497
11.4, 2.433613354813223
11.5, 2.442347034887707
11.6, 2.4510050975424518
11.7, 2.459588841334731
11.8, 2.468099530918046
11.9, 2.476538399465852
12.0, 2.4849066492497505
12.1, 2.49320545197068
12.2, 2.501435951215389
12.3, 2.509599261764789
12.4, 2.517696472100772
12.5, 2.5257286437120126
12.6, 2.53369681326235
12.7, 2.5416019928846376
12.8, 2.5494451702510257
12.9, 2.557227310803132
13.0, 2.5649493568063266
13.1, 2.5726122296571714
13.2, 2.580216828955346
13.3, 2.587764034691543
13.4, 2.595254706337097
13.5, 2.6026896847294823
13.6, 2.610069792138506
13.7, 2.6173958321392754
13.8, 2.6246685915750514
13.9, 2.6318888394608235
14.0, 2.639057329041734
14.1, 2.646174796726257
14.2, 2.653241963854035
14.3, 2.6602595366249986
14.4, 2.6672282058495003
14.5, 2.674148648801784
14.6, 2.681021528001453
14.7, 2.6878474931752416
14.8, 2.694627180075821
14.9, 2.7013612121619217
15.0, 2.7080502004255935
15.1, 2.714694743052629
15.2, 2.7212954271923566
15.3, 2.727852827650286
15.4, 2.7343675087756254
15.5, 2.740840023196218
15.6, 2.7472709134315427
15.7, 2.753660711643445
15.8, 2.7600099392306365
15.9, 2.76631910853265
16.0, 2.7725887214580744
16.1, 2.7788192713133313
16.2, 2.7850112414761963
16.3, 2.79116510695606
16.4, 2.797281334086633
16.5, 2.8033603800718767
16.6, 2.809402694636714
16.7, 2.8154087186089836
16.8, 2.82137888570034
16.9, 2.8273136211352345
17.0, 2.8332133431684876
17.1, 2.8390784627338204
17.2, 2.844909382953944
17.3, 2.850706500747061
17.4, 2.8564702053762328
17.5, 2.862200880190099
17.6, 2.867898901220087
17.7, 2.8735646386625255
17.8, 2.8791984564933313
17.9, 2.88480071195191
18.0, 2.8903717571099037
18.1, 2.895911937398416
18.2, 2.901421593314123
18.3, 2.906901058994481
18.4, 2.9123506636695935
18.5, 2.9177707312509544
18.6, 2.9231615797964103
18.7, 2.9285235230459326
18.8, 2.9338568689347593
18.9, 2.939161921069773
19.0, 2.9444389782859566
19.1, 2.9496883340804954
19.2, 2.954910278173022
19.3, 2.9601050949614525
19.4, 2.9652730652275046
19.5, 2.970414464642035
19.6, 2.975529565215146
19.7, 2.9806186348370765
19.8, 2.9856819367029273
19.9, 2.9907197308435105
20.0, 2.9957322725791835
