X, Result
1, 0.0
1.1, 0.0413926850980307
1.2, 0.07918124602329105
1.3, 0.11394335231622434
1.4, 0.14612803570413788
1.5, 0.17609125903650724
1.6, 0.20411998268239182
1.7, 0.23044892142151335
1.8, 0.25527250512664973
1.9, 0.27875360100114993
2.0, 0.3010299956844006
2.1, 0.32221929478597966
2.2, 0.3424226808413537
2.3, 0.36172783607285736
2.4, 0.3802112417312917
2.5, 0.39794000873038865
2.6, 0.4149733479925502
2.7, 0.43136376422048794
2.8, 0.4471580313671161
2.9, 0.46239799796372544
3.0, 0.4771212547484965
3.1, 0.4913616939024288
3.2, 0.5051499783531789
3.3, 0.5185139399495231
3.4, 0.5314789170802675
3.5, 0.5440680444254519
3.6, 0.5563025008101963
3.7, 0.5682017241457434
3.8, 0.5797835966646717
3.9, 0.5910646071088245
4.0, 0.6020599913807633
4.1, 0.6127838567232801
4.2, 0.6232492904555805
4.3, 0.6334684555914127
4.4, 0.6434526765486551
4.5, 0.6532125137950114
4.6, 0.662757831748718
4.7, 0.6720978579628071
4.8, 0.6812412374472848
4.9, 0.6901960800626308
5.0, 0.6989700044121407
5.1, 0.7075701761387124
5.2, 0.7160033437152139
5.3, 0.7242758696478816
5.4, 0.7323937598220072
5.5, 0.7403626895473355
5.6, 0.7481880270144775
5.7, 0.7558748557312888
5.8, 0.7634279935798132
5.9, 0.7708520117063752
6.0, 0.7781512504085483
6.1, 0.7853298350801804
6.2, 0.7923916895306768
6.3, 0.7993405495279448
6.4, 0.806179974023372
6.5, 0.8129133566354811
6.6, 0.8195439355880024
6.7, 0.8260748027030483
6.8, 0.8325089127586472
6.9, 0.838849090748406
7.0, 0.8450980400726067
7.1, 0.8512583487385614
7.2, 0.85733249649525
7.3, 0.8633228601477461
7.4, 0.8692317198003092
7.5, 0.8750612634263175
7.6, 0.8808135922709268
7.7, 0.8864907252139976
7.8, 0.892094602690075
7.9, 0.8976270913384672
8.0, 0.9030899870003775
8.1, 0.9084850189328328
8.2, 0.9138138524004297
8.3, 0.9190780924360935
8.4, 0.924279286086371
8.5, 0.929418925694573
8.6, 0.9344984512753793
8.7, 0.9395192526086277
8.8, 0.9444826721888899
8.9, 0.9493900066440328
9.0, 0.9542425094845814
9.1, 0.9590413923287667
9.2, 0.9637878273970055
9.3, 0.9684829485696561
9.4, 0.9731278535719761
9.5, 0.9777236053121581
9.6, 0.9822712330216654
9.7, 0.9867717342967259
9.8, 0.9912260756838145
9.9, 0.9956351946348219
10.0, 1.0
10.1, 1.0043213738263557
10.2, 1.0086001717701047
10.3, 1.0128372246709605
10.4, 1.0170333393147055
10.5, 1.021189299045516
10.6, 1.0253058652880207
10.7, 1.0293837776700105
10.8, 1.0334237555171488
10.9, 1.0374264979341306
11.0, 1.0413926851084916
11.1, 1.045322978788396
11.2, 1.0492180226307124
11.3, 1.0530784434929565
11.4, 1.0569048513066837
11.5, 1.060697840370549
11.6, 1.0644579892062784
11.7, 1.068185861770131
11.8, 1.071882007294144
11.9, 1.075546961338744
12.0, 1.0791812460438537
12.1, 1.0827853702727253
12.2, 1.086359830678773
12.3, 1.0899051114051954
12.4, 1.0934216851736724
12.5, 1.0969100129828775
12.6, 1.100370545050196
12.7, 1.1038037209393412
12.8, 1.107209969590878
12.9, 1.1105897102907734
13.0, 1.1139433522596787
13.1, 1.117271295655036
13.2, 1.1205739311680225
13.3, 1.1238516409737398
13.4, 1.1271047983358464
13.5, 1.1303337684254173
13.6, 1.1335389083496927
13.7, 1.1367205670969074
13.8, 1.1398790863887478
13.9, 1.1430148002041807
14.0, 1.1461280356734145
14.1, 1.1492191126145863
14.2, 1.1522883443015224
14.3, 1.155336037432956
14.4, 1.158362492024011
14.5, 1.1613680022111545
14.6, 1.1643528557229945
14.7, 1.1673173347322665
14.8, 1.1702617153428474
14.9, 1.1731862683194236
15.0, 1.176091259012471
15.1, 1.1789769472107783
15.2, 1.1818435879100593
15.3, 1.1846914307451748
15.4, 1.187520720809872
15.5, 1.1903316981073735
15.6, 1.1931245982508958
15.7, 1.1958996523553918
15.8, 1.1986570868614446
15.9, 1.2013971242752863
16.0, 1.2041199825730478
16.1, 1.2068258759949855
16.2, 1.2095150144694005
16.3, 1.2121876042902497
16.4, 1.2148438479836905
16.5, 1.2174839441108807
16.6, 1.2201080879848725
16.7, 1.2227164710547636
16.8, 1.2253092816791327
16.9, 1.2278867045306123
17.0, 1.2304489212549632
17.1, 1.2329961103184328
17.2, 1.2355284467949903
17.3, 1.2380461030640206
17.4, 1.2405492481803237
17.5, 1.2430380486300983
17.6, 1.245512667721718
17.7, 1.247973266229406
17.8, 1.2504200022258947
17.9, 1.2528530308582864
18.0, 1.2552725050293523
18.1, 1.2576785747579153
18.2, 1.2600713879198024
18.3, 1.262451089629067
18.4, 1.2648178228685272
18.5, 1.2671717283111565
18.6, 1.269512944087723
18.7, 1.2718416064537652
18.8, 1.2741578491438577
18.9, 1.2764618040127942
19.0, 1.278753600842959
19.1, 1.2810333670985599
19.2, 1.2833012286032346
19.3, 1.2855573088694292
19.4, 1.287801729839094
19.5, 1.290034611234561
19.6, 1.2922560711883169
19.7, 1.2944662260436137
19.8, 1.2966651901046318
19.9, 1.298853076301318
20.0, 1.3010299955178943
